ix,iy,count
-1407249,772088,1
-1407249,772096,1
-1407249,772107,1
-1407249,772114,2
-1407249,772118,1
-1407249,772133,3
-1407249,772174,1
-1407249,772204,1
-1407249,772262,1
-1407249,772487,1
-1407249,772494,1
-1407249,772542,3
-1407249,772544,1
-1407249,772554,1
-1407249,772558,1
-1407249,772567,1
-1407249,772578,1
-1407249,772591,1
-1407249,772593,1
-1407249,772937,1
-1407249,774267,1
-1407248,769663,1
-1407248,770584,1
-1407248,770885,1
-1407248,770890,1
-1407248,771344,1
-1407248,771406,1
-1407248,772031,1
-1407248,772043,1
-1407248,772044,1
-1407248,772101,1
-1407248,772105,1
-1407248,772120,1
-1407248,772122,1
-1407248,772127,1
-1407248,772137,52
-1407248,772163,1
-1407248,772182,1
-1407248,772185,2
-1407248,772193,1
-1407248,772194,1
-1407248,772215,1
-1407248,772237,1
-1407248,772260,1
-1407248,772262,1
-1407248,772304,1
-1407248,772481,1
-1407248,772507,1
-1407248,772542,3
-1407248,772545,1
-1407248,772547,1
-1407248,772552,1
-1407248,772553,1
-1407248,772556,1
-1407248,772557,1
-1407248,772560,1
-1407248,772912,1
-1407248,773141,2
-1407248,773163,3
-1407248,773207,1
-1407248,773292,1
-1407248,773295,1
-1407248,773638,1
-1407248,774023,1
-1407248,774144,1
-1407248,774266,1
-1407247,770006,1
-1407247,770875,1
-1407247,770889,1
-1407247,770904,1
-1407247,770908,1
-1407247,771424,1
-1407247,772042,1
-1407247,772043,1
-1407247,772048,1
-1407247,772050,1
-1407247,772052,1
-1407247,772054,1
-1407247,772068,3
-1407247,772099,1
-1407247,772113,1
-1407247,772116,1
-1407247,772120,1
-1407247,772127,1
-1407247,772138,1
-1407247,772177,1
-1407247,772188,2
-1407247,772252,1
-1407247,772258,1
-1407247,772530,1
-1407247,772542,1
-1407247,772552,1
-1407247,772554,1
-1407247,772564,1
-1407247,772568,1
-1407247,772587,1
-1407247,772762,1
-1407247,773107,1
-1407247,773114,1
-1407247,773169,1
-1407247,773271,1
-1407247,774039,1
-1407247,774259,1
-1407246,769672,1
-1407246,770008,1
-1407246,772013,1
-1407246,772021,1
-1407246,772066,1
-1407246,772118,27
-1407246,772146,1
-1407246,772179,1
-1407246,772188,1
-1407246,772200,1
-1407246,772241,1
-1407246,772304,1
-1407246,772477,1
-1407246,772478,2
-1407246,772551,1
-1407246,772553,1
-1407246,772555,1
-1407246,772557,1
-1407246,772558,1
-1407246,772589,1
-1407246,773139,1
-1407246,773154,1
-1407246,774272,1
-1407246,774426,4
-1407245,771243,1
-1407245,772035,1
-1407245,772041,1
-1407245,772051,1
-1407245,772053,1
-1407245,772108,1
-1407245,772113,1
-1407245,772119,1
-1407245,772150,1
-1407245,772180,1
-1407245,772187,1
-1407245,772198,1
-1407245,772253,1
-1407245,772262,1
-1407245,772476,1
-1407245,772478,1
-1407245,772538,1
-1407245,772545,1
-1407245,772547,16
-1407245,772550,4
-1407245,772553,1
-1407245,772558,2
-1407245,772562,1
-1407245,772744,1
-1407245,773138,3
-1407245,773247,1
-1407245,773265,1
-1407245,773266,1
-1407245,773794,1
-1407244,770880,1
-1407244,771391,1
-1407244,771621,1
-1407244,772023,1
-1407244,772049,6
-1407244,772056,1
-1407244,772060,1
-1407244,772062,1
-1407244,772079,1
-1407244,772090,1
-1407244,772097,1
-1407244,772100,1
-1407244,772103,1
-1407244,772109,1
-1407244,772110,1
-1407244,772115,2
-1407244,772205,1
-1407244,772245,1
-1407244,772250,1
-1407244,772287,1
-1407244,772317,7
-1407244,772536,1
-1407244,772537,1
-1407244,772547,1
-1407244,772548,1
-1407244,772550,2
-1407244,772551,1
-1407244,772552,2
-1407244,772553,1
-1407244,772578,1
-1407244,772748,1
-1407244,773137,1
-1407244,773299,1
-1407244,773584,1
-1407244,773981,1
-1407244,774245,1
-1407244,774297,1
-1407243,770189,1
-1407243,770467,1
-1407243,770900,1
-1407243,771365,1
-1407243,772017,1
-1407243,772048,1
-1407243,772058,1
-1407243,772075,1
-1407243,772091,1
-1407243,772103,6
-1407243,772104,1
-1407243,772138,1
-1407243,772147,1
-1407243,772181,1
-1407243,772511,1
-1407243,772532,3
-1407243,772539,1
-1407243,772546,1
-1407243,772549,1
-1407243,772551,2
-1407243,772559,1
-1407243,772586,1
-1407243,772828,1
-1407243,772959,1
-1407243,773059,1
-1407243,773137,3
-1407243,773170,1
-1407243,773172,4
-1407243,773173,1
-1407243,773179,1
-1407243,773327,1
-1407243,773328,1
-1407243,773661,1
-1407242,769844,1
-1407242,770887,1
-1407242,771907,1
-1407242,772021,1
-1407242,772030,1
-1407242,772036,1
-1407242,772041,1
-1407242,772060,1
-1407242,772078,1
-1407242,772115,1
-1407242,772117,10
-1407242,772143,1
-1407242,772147,2
-1407242,772174,1
-1407242,772184,1
-1407242,772248,1
-1407242,772250,1
-1407242,772304,1
-1407242,772538,1
-1407242,772550,1
-1407242,772551,1
-1407242,772552,1
-1407242,772553,1
-1407242,772556,1
-1407242,772570,1
-1407242,773116,1
-1407242,773131,1
-1407242,773135,1
-1407242,773329,1
-1407242,774182,1
-1407242,774249,1
-1407241,769842,1
-1407241,770370,1
-1407241,770878,1
-1407241,770882,1
-1407241,771096,1
-1407241,772029,1
-1407241,772035,1
-1407241,772044,1
-1407241,772049,1
-1407241,772071,1
-1407241,772076,1
-1407241,772095,1
-1407241,772122,1
-1407241,772140,1
-1407241,772173,1
-1407241,772175,1
-1407241,772250,1
-1407241,772264,1
-1407241,772539,1
-1407241,772540,1
-1407241,772547,5
-1407241,772548,1
-1407241,772550,1
-1407241,772551,1
-1407241,772556,1
-1407241,772557,1
-1407241,772561,1
-1407241,772562,1
-1407241,772564,1
-1407241,772567,1
-1407241,772586,1
-1407241,772594,1
-1407241,772935,1
-1407241,773134,1
-1407241,773191,1
-1407241,773280,1
-1407241,773291,1
-1407241,774241,1
-1407241,774242,1
-1407241,774419,1
-1407240,770874,1
-1407240,770884,2
-1407240,772006,1
-1407240,772024,1
-1407240,772039,1
-1407240,772045,1
-1407240,772097,1
-1407240,772098,1
-1407240,772100,1
-1407240,772101,1
-1407240,772103,1
-1407240,772106,1
-1407240,772112,1
-1407240,772176,1
-1407240,772202,1
-1407240,772250,1
-1407240,772258,1
-1407240,772523,1
-1407240,772535,1
-1407240,772536,1
-1407240,772538,1
-1407240,772544,3
-1407240,772547,1
-1407240,772548,3
-1407240,772549,4
-1407240,772552,1
-1407240,772554,2
-1407240,772556,1
-1407240,772561,1
-1407240,772564,1
-1407240,772565,1
-1407240,772569,1
-1407240,772577,1
-1407240,772989,1
-1407240,773132,2
-1407240,773149,1
-1407240,774035,1
-1407240,774162,1
-1407239,770085,1
-1407239,770293,1
-1407239,770874,1
-1407239,770883,1
-1407239,770896,1
-1407239,772027,1
-1407239,772058,1
-1407239,772062,1
-1407239,772101,1
-1407239,772104,1
-1407239,772106,1
-1407239,772109,48
-1407239,772120,1
-1407239,772172,1
-1407239,772174,2
-1407239,772178,1
-1407239,772239,6
-1407239,772247,1
-1407239,772252,1
-1407239,772255,1
-1407239,772267,1
-1407239,772536,1
-1407239,772538,1
-1407239,772541,4
-1407239,772547,3
-1407239,772552,2
-1407239,772555,1
-1407239,772559,1
-1407239,772582,1
-1407239,773129,1
-1407239,773136,1
-1407239,773176,1
-1407239,774057,1
-1407239,774423,1
-1407238,770170,1
-1407238,770871,1
-1407238,770872,1
-1407238,770883,1
-1407238,770889,1
-1407238,771288,1
-1407238,772056,1
-1407238,772062,1
-1407238,772083,5
-1407238,772091,1
-1407238,772095,1
-1407238,772099,1
-1407238,772103,1
-1407238,772110,1
-1407238,772111,1
-1407238,772150,1
-1407238,772172,1
-1407238,772178,1
-1407238,772180,2
-1407238,772248,1
-1407238,772253,1
-1407238,772255,1
-1407238,772258,1
-1407238,772516,1
-1407238,772538,1
-1407238,772539,1
-1407238,772545,1
-1407238,772549,1
-1407238,772557,1
-1407238,772561,1
-1407238,772714,1
-1407238,772832,1
-1407238,772854,1
-1407238,773104,1
-1407238,773129,2
-1407238,773131,1
-1407238,773172,2
-1407238,774035,1
-1407238,774232,1
-1407238,774238,1
-1407238,774245,1
-1407238,774284,1
-1407238,774286,1
-1407237,770825,1
-1407237,770878,1
-1407237,770902,1
-1407237,772028,1
-1407237,772038,1
-1407237,772043,1
-1407237,772049,1
-1407237,772052,1
-1407237,772062,1
-1407237,772074,1
-1407237,772095,1
-1407237,772097,24
-1407237,772100,1
-1407237,772105,1
-1407237,772123,1
-1407237,772141,1
-1407237,772249,1
-1407237,772251,1
-1407237,772485,1
-1407237,772531,2
-1407237,772534,1
-1407237,772541,1
-1407237,772547,1
-1407237,772548,1
-1407237,772553,1
-1407237,772585,1
-1407237,772589,1
-1407237,772927,1
-1407237,773154,1
-1407237,773710,1
-1407237,774236,1
-1407237,774246,1
-1407237,774287,1
-1407237,774288,1
-1407236,770881,1
-1407236,770895,1
-1407236,771871,1
-1407236,772008,1
-1407236,772017,1
-1407236,772032,1
-1407236,772035,1
-1407236,772042,1
-1407236,772096,1
-1407236,772104,1
-1407236,772116,1
-1407236,772171,1
-1407236,772248,1
-1407236,772253,1
-1407236,772456,1
-1407236,772499,1
-1407236,772510,1
-1407236,772532,1
-1407236,772536,1
-1407236,772541,1
-1407236,772553,1
-1407236,772554,1
-1407236,772558,1
-1407236,772588,1
-1407236,772589,1
-1407236,772828,1
-1407236,773130,1
-1407236,773131,1
-1407236,773136,2
-1407236,773262,1
-1407236,774042,1
-1407236,774344,1
-1407235,769741,1
-1407235,770581,1
-1407235,770818,1
-1407235,771256,1
-1407235,771998,1
-1407235,772035,1
-1407235,772052,2
-1407235,772093,1
-1407235,772095,1
-1407235,772096,1
-1407235,772099,1
-1407235,772102,1
-1407235,772106,1
-1407235,772108,11
-1407235,772116,1
-1407235,772134,1
-1407235,772162,1
-1407235,772249,1
-1407235,772512,1
-1407235,772517,1
-1407235,772530,1
-1407235,772551,1
-1407235,772560,1
-1407235,772566,1
-1407235,772828,1
-1407235,772907,1
-1407235,773131,1
-1407235,773132,1
-1407235,773152,1
-1407235,773166,1
-1407235,773186,1
-1407235,774041,44
-1407235,774109,1
-1407235,774197,1
-1407235,774243,1
-1407234,769669,1
-1407234,771986,1
-1407234,772004,1
-1407234,772005,1
-1407234,772032,1
-1407234,772033,2
-1407234,772035,1
-1407234,772098,1
-1407234,772101,1
-1407234,772102,18
-1407234,772118,1
-1407234,772172,1
-1407234,772174,1
-1407234,772185,1
-1407234,772198,1
-1407234,772519,1
-1407234,772527,1
-1407234,772538,1
-1407234,772548,1
-1407234,772550,2
-1407234,772594,1
-1407234,772709,1
-1407234,772928,1
-1407234,773134,1
-1407234,773148,1
-1407234,773151,1
-1407234,773297,1
-1407234,774247,1
-1407234,774423,2
-1407234,774432,1
-1407233,770016,1
-1407233,770341,1
-1407233,770851,1
-1407233,770874,1
-1407233,771305,1
-1407233,772006,1
-1407233,772007,1
-1407233,772014,1
-1407233,772027,1
-1407233,772030,1
-1407233,772032,1
-1407233,772035,1
-1407233,772036,1
-1407233,772058,1
-1407233,772081,1
-1407233,772113,1
-1407233,772127,1
-1407233,772154,1
-1407233,772184,1
-1407233,772233,1
-1407233,772525,1
-1407233,772526,1
-1407233,772549,1
-1407233,772553,2
-1407233,772554,1
-1407233,772562,1
-1407233,772581,1
-1407233,772989,3
-1407233,773134,1
-1407233,773151,1
-1407233,773153,1
-1407233,773154,1
-1407233,773403,1
-1407233,773459,1
-1407233,773561,1
-1407233,773575,1
-1407233,774283,1
-1407233,774285,1
-1407232,770839,1
-1407232,771088,1
-1407232,772006,1
-1407232,772029,1
-1407232,772047,1
-1407232,772068,1
-1407232,772105,1
-1407232,772124,1
-1407232,772148,1
-1407232,772170,1
-1407232,772175,1
-1407232,772197,1
-1407232,772548,2
-1407232,772557,1
-1407232,772559,1
-1407232,772562,1
-1407232,772823,1
-1407232,773127,2
-1407232,773137,1
-1407232,773149,4
-1407232,773150,1
-1407232,773151,1
-1407232,773278,1
-1407232,773398,1
-1407232,773460,1
-1407232,773790,1
-1407232,774029,1
-1407232,774240,1
-1407232,774248,1
-1407232,774259,1
-1407231,769883,1
-1407231,770876,1
-1407231,771248,1
-1407231,771252,1
-1407231,772037,1
-1407231,772050,2
-1407231,772065,1
-1407231,772108,1
-1407231,772136,1
-1407231,772244,1
-1407231,772529,1
-1407231,772544,1
-1407231,772559,1
-1407231,772569,1
-1407231,772574,1
-1407231,772579,1
-1407231,772582,1
-1407231,772634,1
-1407231,772728,1
-1407231,773131,1
-1407231,773134,1
-1407231,773151,6
-1407231,773152,1
-1407231,773561,1
-1407231,773639,1
-1407231,774317,1
-1407230,769798,1
-1407230,769940,1
-1407230,770842,1
-1407230,770863,1
-1407230,772004,1
-1407230,772006,1
-1407230,772035,1
-1407230,772071,1
-1407230,772072,1
-1407230,772154,1
-1407230,772163,1
-1407230,772169,1
-1407230,772523,1
-1407230,772539,1
-1407230,772546,2
-1407230,772554,1
-1407230,772560,2
-1407230,772573,26
-1407230,772897,1
-1407230,773151,1
-1407230,773153,1
-1407230,773165,1
-1407230,773457,1
-1407230,774215,1
-1407230,774228,1
-1407230,774262,1
-1407230,774287,1
-1407230,774297,1
-1407229,769932,1
-1407229,770066,1
-1407229,770070,1
-1407229,770075,1
-1407229,770901,1
-1407229,771266,1
-1407229,771955,2
-1407229,772031,1
-1407229,772033,1
-1407229,772065,1
-1407229,772107,3
-1407229,772146,1
-1407229,772157,1
-1407229,772166,1
-1407229,772173,1
-1407229,772245,1
-1407229,772252,1
-1407229,772302,1
-1407229,772531,1
-1407229,772539,1
-1407229,772563,1
-1407229,772572,1
-1407229,772911,1
-1407229,772917,1
-1407229,772925,4
-1407229,772927,1
-1407229,772984,1
-1407229,773125,1
-1407229,773132,1
-1407229,773152,2
-1407229,773165,1
-1407229,773267,1
-1407229,774238,1
-1407229,774244,1
-1407229,774245,1
-1407229,774252,1
-1407228,770066,1
-1407228,770069,1
-1407228,770076,1
-1407228,770096,1
-1407228,770836,1
-1407228,770853,1
-1407228,770873,1
-1407228,772026,1
-1407228,772027,1
-1407228,772047,1
-1407228,772063,1
-1407228,772069,1
-1407228,772159,2
-1407228,772226,1
-1407228,772500,1
-1407228,772557,1
-1407228,772560,1
-1407228,772579,1
-1407228,772911,1
-1407228,773130,2
-1407228,773134,1
-1407228,773169,1
-1407228,773295,1
-1407228,774042,1
-1407228,774227,1
-1407228,774238,2
-1407228,774244,1
-1407228,774258,1
-1407228,774260,1
-1407228,774286,1
-1407228,774339,1
-1407227,769897,1
-1407227,770075,2
-1407227,770837,1
-1407227,770865,1
-1407227,770885,1
-1407227,771994,1
-1407227,772065,1
-1407227,772066,1
-1407227,772076,2
-1407227,772081,1
-1407227,772167,1
-1407227,772175,1
-1407227,772240,1
-1407227,772505,1
-1407227,772552,1
-1407227,772555,1
-1407227,772562,1
-1407227,772571,1
-1407227,772894,1
-1407227,772914,1
-1407227,772917,1
-1407227,772921,2
-1407227,772925,1
-1407227,772979,1
-1407227,773134,4
-1407227,773262,1
-1407227,773560,1
-1407227,774249,1
-1407227,774255,1
-1407227,774295,1
-1407226,770839,1
-1407226,770886,1
-1407226,771246,1
-1407226,772009,1
-1407226,772027,1
-1407226,772043,1
-1407226,772077,1
-1407226,772115,1
-1407226,772161,1
-1407226,772168,1
-1407226,772171,1
-1407226,772245,1
-1407226,772262,1
-1407226,772513,1
-1407226,772562,1
-1407226,772684,1
-1407226,772727,1
-1407226,772911,2
-1407226,772923,1
-1407226,772931,1
-1407226,772932,1
-1407226,772933,1
-1407226,773112,1
-1407226,773118,1
-1407226,773128,1
-1407226,773130,2
-1407226,774234,1
-1407225,770138,1
-1407225,770837,1
-1407225,770842,1
-1407225,770903,1
-1407225,772029,1
-1407225,772057,1
-1407225,772086,1
-1407225,772160,1
-1407225,772163,1
-1407225,772164,1
-1407225,772166,1
-1407225,772247,1
-1407225,772255,1
-1407225,772422,1
-1407225,772574,1
-1407225,772925,1
-1407225,772926,1
-1407225,772931,1
-1407225,772932,1
-1407225,773151,1
-1407225,773163,1
-1407225,773368,1
-1407225,773639,1
-1407225,774046,1
-1407225,774231,1
-1407225,774261,1
-1407225,774276,1
-1407225,774284,1
-1407225,774296,1
-1407225,774421,1
-1407225,774432,1
-1407224,770849,1
-1407224,770852,1
-1407224,770891,1
-1407224,771855,5
-1407224,772082,1
-1407224,772095,2
-1407224,772096,1
-1407224,772153,1
-1407224,772157,1
-1407224,772543,2
-1407224,772550,1
-1407224,772571,1
-1407224,772579,1
-1407224,772884,1
-1407224,772912,2
-1407224,772927,1
-1407224,772937,1
-1407224,773298,1
-1407224,774293,1
-1407223,770073,1
-1407223,770829,1
-1407223,771257,1
-1407223,772029,1
-1407223,772080,1
-1407223,772086,1
-1407223,772098,1
-1407223,772100,1
-1407223,772127,1
-1407223,772138,1
-1407223,772159,1
-1407223,772162,2
-1407223,772166,1
-1407223,772550,1
-1407223,772556,1
-1407223,772912,1
-1407223,772924,1
-1407223,772925,1
-1407223,772928,1
-1407223,772930,1
-1407223,772931,1
-1407223,773155,1
-1407223,773165,1
-1407223,773283,1
-1407223,773473,1
-1407223,774042,1
-1407223,774043,1
-1407223,774424,1
-1407222,770100,1
-1407222,770636,1
-1407222,770854,1
-1407222,771163,1
-1407222,771947,1
-1407222,771958,4
-1407222,772001,1
-1407222,772007,1
-1407222,772023,1
-1407222,772024,1
-1407222,772073,1
-1407222,772082,1
-1407222,772148,1
-1407222,772151,1
-1407222,772153,1
-1407222,772165,1
-1407222,772244,1
-1407222,772247,1
-1407222,772256,1
-1407222,772545,1
-1407222,772547,1
-1407222,772557,1
-1407222,772600,1
-1407222,772909,1
-1407222,772927,1
-1407222,772929,1
-1407222,772931,2
-1407222,772935,1
-1407222,773047,2
-1407222,773054,1
-1407222,773115,1
-1407222,773129,1
-1407222,773156,1
-1407222,774033,1
-1407222,774048,1
-1407222,774247,1
-1407222,774300,1
-1407222,774328,1
-1407221,769706,1
-1407221,769936,1
-1407221,770629,1
-1407221,770851,1
-1407221,770860,1
-1407221,770889,2
-1407221,771943,2
-1407221,771952,1
-1407221,771996,1
-1407221,772028,1
-1407221,772043,1
-1407221,772077,1
-1407221,772081,2
-1407221,772101,1
-1407221,772151,1
-1407221,772158,1
-1407221,772161,1
-1407221,772163,1
-1407221,772169,1
-1407221,772175,1
-1407221,772244,1
-1407221,772590,1
-1407221,772912,1
-1407221,772913,1
-1407221,772919,1
-1407221,772924,1
-1407221,772929,1
-1407221,772933,1
-1407221,774273,1
-1407221,774281,1
-1407221,774295,2
-1407220,769836,1
-1407220,770566,1
-1407220,770802,1
-1407220,770839,1
-1407220,770853,3
-1407220,770855,1
-1407220,771958,2
-1407220,772010,1
-1407220,772026,1
-1407220,772081,1
-1407220,772082,1
-1407220,772092,1
-1407220,772111,1
-1407220,772131,1
-1407220,772157,1
-1407220,772162,1
-1407220,772166,1
-1407220,772914,1
-1407220,772925,1
-1407220,772930,1
-1407220,772935,1
-1407220,772964,1
-1407220,772986,1
-1407220,773151,1
-1407220,774270,1
-1407220,774275,1
-1407219,770126,1
-1407219,770840,1
-1407219,770853,1
-1407219,770857,4
-1407219,770875,1
-1407219,771130,1
-1407219,771213,1
-1407219,772056,1
-1407219,772080,1
-1407219,772084,1
-1407219,772105,1
-1407219,772113,1
-1407219,772132,1
-1407219,772149,1
-1407219,772153,1
-1407219,772156,1
-1407219,772157,10
-1407219,772158,1
-1407219,772169,1
-1407219,772179,1
-1407219,772236,1
-1407219,772306,1
-1407219,772861,1
-1407219,772909,1
-1407219,772913,1
-1407219,772921,1
-1407219,772922,1
-1407219,772926,1
-1407219,772936,1
-1407219,772938,1
-1407219,773091,1
-1407219,773140,1
-1407219,773155,1
-1407218,769729,1
-1407218,770012,1
-1407218,770131,1
-1407218,770821,1
-1407218,770834,1
-1407218,770865,1
-1407218,772026,1
-1407218,772029,1
-1407218,772062,1
-1407218,772071,1
-1407218,772074,1
-1407218,772084,1
-1407218,772095,1
-1407218,772154,1
-1407218,772164,1
-1407218,772880,1
-1407218,772911,2
-1407218,772915,1
-1407218,772919,1
-1407218,772923,1
-1407218,772925,1
-1407218,772951,1
-1407218,773038,1
-1407217,769906,1
-1407217,770130,1
-1407217,770610,1
-1407217,770832,1
-1407217,770858,1
-1407217,770889,1
-1407217,771950,1
-1407217,771956,2
-1407217,772079,1
-1407217,772081,1
-1407217,772084,1
-1407217,772085,1
-1407217,772086,2
-1407217,772099,1
-1407217,772140,1
-1407217,772152,2
-1407217,772174,1
-1407217,772291,1
-1407217,772556,1
-1407217,772879,1
-1407217,772919,1
-1407217,772924,1
-1407217,772925,1
-1407217,772927,1
-1407217,772935,1
-1407217,772939,1
-1407217,773289,1
-1407217,774271,1
-1407216,769671,1
-1407216,770084,1
-1407216,770629,1
-1407216,770838,1
-1407216,770842,1
-1407216,770865,1
-1407216,771338,1
-1407216,771869,1
-1407216,771938,1
-1407216,771955,1
-1407216,772062,1
-1407216,772066,1
-1407216,772079,1
-1407216,772080,1
-1407216,772084,1
-1407216,772090,1
-1407216,772092,1
-1407216,772099,1
-1407216,772153,1
-1407216,772562,2
-1407216,772891,1
-1407216,772921,1
-1407216,772922,1
-1407216,772928,1
-1407216,772953,3
-1407216,773053,1
-1407216,773263,1
-1407216,773286,1
-1407216,773291,4
-1407216,773651,1
-1407216,774029,1
-1407216,774279,1
-1407216,774280,1
-1407215,770012,1
-1407215,770823,1
-1407215,770838,2
-1407215,770847,1
-1407215,770851,1
-1407215,770852,1
-1407215,770866,1
-1407215,770885,1
-1407215,771875,1
-1407215,771996,1
-1407215,772039,1
-1407215,772040,1
-1407215,772068,1
-1407215,772074,1
-1407215,772078,1
-1407215,772079,1
-1407215,772080,1
-1407215,772082,1
-1407215,772083,2
-1407215,772570,1
-1407215,772927,1
-1407215,772952,1
-1407215,772984,1
-1407215,773924,1
-1407215,774290,1
-1407215,774375,1
-1407214,769704,1
-1407214,770090,1
-1407214,770829,1
-1407214,770837,1
-1407214,770840,1
-1407214,770841,1
-1407214,770852,1
-1407214,770854,1
-1407214,770863,1
-1407214,772030,1
-1407214,772035,1
-1407214,772053,1
-1407214,772066,1
-1407214,772080,1
-1407214,772085,4
-1407214,772094,1
-1407214,772095,1
-1407214,772143,1
-1407214,772149,1
-1407214,772152,1
-1407214,772179,1
-1407214,772303,1
-1407214,772555,1
-1407214,772914,1
-1407214,772927,1
-1407214,772977,1
-1407214,773285,1
-1407214,773941,1
-1407214,774043,1
-1407214,774325,1
-1407213,770101,1
-1407213,770617,1
-1407213,770837,1
-1407213,770856,1
-1407213,770858,1
-1407213,770884,2
-1407213,771231,1
-1407213,771249,1
-1407213,771943,1
-1407213,772012,1
-1407213,772034,1
-1407213,772038,1
-1407213,772052,1
-1407213,772055,1
-1407213,772065,1
-1407213,772083,1
-1407213,772084,1
-1407213,772092,1
-1407213,772139,1
-1407213,772147,1
-1407213,772339,1
-1407213,772571,1
-1407213,772588,1
-1407213,772909,1
-1407213,772913,1
-1407213,772918,1
-1407213,773179,1
-1407213,773953,3
-1407213,774281,1
-1407212,769893,1
-1407212,770835,1
-1407212,770840,1
-1407212,771996,1
-1407212,772026,1
-1407212,772042,1
-1407212,772043,1
-1407212,772056,1
-1407212,772057,1
-1407212,772069,1
-1407212,772074,4
-1407212,772078,1
-1407212,772081,6
-1407212,772082,1
-1407212,772083,1
-1407212,772090,1
-1407212,772140,1
-1407212,772143,2
-1407212,772145,2
-1407212,772146,1
-1407212,772156,1
-1407212,772564,1
-1407212,774288,1
-1407211,769818,1
-1407211,769997,1
-1407211,770020,1
-1407211,770822,1
-1407211,770833,1
-1407211,770836,1
-1407211,770840,3
-1407211,770861,1
-1407211,770863,1
-1407211,770866,1
-1407211,770875,1
-1407211,771886,1
-1407211,771995,1
-1407211,772024,1
-1407211,772031,1
-1407211,772034,1
-1407211,772036,1
-1407211,772079,2
-1407211,772084,1
-1407211,772143,2
-1407211,772541,1
-1407211,772549,1
-1407211,772866,2
-1407211,773042,1
-1407211,773222,1
-1407211,773265,1
-1407211,774047,1
-1407210,770798,1
-1407210,770818,1
-1407210,770836,1
-1407210,770838,1
-1407210,770841,1
-1407210,770865,1
-1407210,770873,1
-1407210,770884,1
-1407210,771881,1
-1407210,771952,1
-1407210,772005,2
-1407210,772025,1
-1407210,772026,1
-1407210,772028,1
-1407210,772030,1
-1407210,772055,1
-1407210,772059,1
-1407210,772077,1
-1407210,772081,2
-1407210,772083,1
-1407210,772091,1
-1407210,772093,1
-1407210,772105,1
-1407210,772109,1
-1407210,772141,2
-1407210,772143,1
-1407210,772144,1
-1407210,772166,1
-1407210,772539,1
-1407210,772545,1
-1407210,772547,1
-1407210,772577,1
-1407210,772581,1
-1407210,772602,1
-1407210,772883,1
-1407210,772933,1
-1407210,773136,1
-1407210,773292,1
-1407210,773311,1
-1407210,774205,1
-1407210,774210,1
-1407210,774282,1
-1407210,774328,3
-1407210,774329,1
-1407209,769849,1
-1407209,770079,1
-1407209,770083,1
-1407209,770596,1
-1407209,770830,1
-1407209,770850,1
-1407209,770852,1
-1407209,770864,1
-1407209,772030,1
-1407209,772035,1
-1407209,772037,1
-1407209,772055,1
-1407209,772067,1
-1407209,772077,1
-1407209,772081,1
-1407209,772084,1
-1407209,772096,1
-1407209,772215,1
-1407209,772337,1
-1407209,772551,1
-1407209,772566,1
-1407209,772629,1
-1407209,772891,1
-1407209,772909,1
-1407209,772914,1
-1407209,772921,1
-1407209,773370,1
-1407209,774030,1
-1407208,770103,1
-1407208,770813,1
-1407208,770839,1
-1407208,770841,1
-1407208,770856,1
-1407208,771065,1
-1407208,771938,1
-1407208,771943,2
-1407208,771951,2
-1407208,772026,1
-1407208,772028,2
-1407208,772031,1
-1407208,772069,1
-1407208,772071,1
-1407208,772080,1
-1407208,772081,1
-1407208,772084,1
-1407208,772086,2
-1407208,772087,1
-1407208,772090,1
-1407208,772095,1
-1407208,772096,2
-1407208,772127,1
-1407208,772135,1
-1407208,772137,1
-1407208,772140,1
-1407208,772150,1
-1407208,772157,1
-1407208,772506,1
-1407208,772555,1
-1407208,772577,1
-1407208,772858,1
-1407208,772866,1
-1407208,772911,1
-1407208,772912,1
-1407208,772940,1
-1407208,774030,1
-1407208,774208,1
-1407207,769848,1
-1407207,770080,2
-1407207,770096,1
-1407207,770307,1
-1407207,770831,1
-1407207,770832,6
-1407207,770840,1
-1407207,770860,1
-1407207,770873,1
-1407207,770875,1
-1407207,771953,1
-1407207,771984,1
-1407207,771992,1
-1407207,771994,1
-1407207,772008,1
-1407207,772024,1
-1407207,772026,2
-1407207,772027,1
-1407207,772031,1
-1407207,772032,1
-1407207,772068,1
-1407207,772076,4
-1407207,772078,1
-1407207,772079,2
-1407207,772081,1
-1407207,772082,1
-1407207,772086,1
-1407207,772087,1
-1407207,772088,1
-1407207,772089,2
-1407207,772090,2
-1407207,772093,1
-1407207,772094,1
-1407207,772098,2
-1407207,772099,1
-1407207,772100,2
-1407207,772101,1
-1407207,772102,1
-1407207,772104,1
-1407207,772105,1
-1407207,772106,1
-1407207,772108,2
-1407207,772114,1
-1407207,772132,2
-1407207,772133,1
-1407207,772504,1
-1407207,772859,1
-1407207,772861,1
-1407207,772913,1
-1407207,772917,1
-1407207,772933,1
-1407207,772950,1
-1407207,772967,1
-1407207,773118,1
-1407207,773581,1
-1407207,773880,3
-1407207,774211,1
-1407207,774217,1
-1407207,774228,1
-1407206,770078,1
-1407206,770817,1
-1407206,770839,2
-1407206,770862,1
-1407206,771058,1
-1407206,771062,1
-1407206,771300,1
-1407206,771991,1
-1407206,772026,3
-1407206,772029,1
-1407206,772038,1
-1407206,772046,1
-1407206,772057,1
-1407206,772062,1
-1407206,772064,2
-1407206,772070,1
