ix,iy,count,n_genera,n_observers,n_captive,last_observed,median_last10_observed
-1407895,772724,1,1,1,0,2019-04-25,2019-04-25
-1407892,772597,1,1,1,0,2018-04-24,2018-04-24
-1407891,772597,1,1,1,0,2018-04-24,2018-04-24
-1407891,772892,1,1,1,0,2018-03-12,2018-03-12
-1407888,772515,1,1,1,0,2019-05-05,2019-05-05
-1407888,773092,1,1,1,0,2019-04-26,2019-04-26
-1407887,772725,1,1,1,0,2018-04-02,2018-04-02
-1407887,772728,1,1,1,0,2018-04-02,2018-04-02
-1407887,773087,1,1,1,0,2019-04-26,2019-04-26
-1407886,772731,1,1,1,0,2018-04-14,2018-04-14
-1407886,773087,1,1,1,0,2019-04-26,2019-04-26
-1407885,772725,1,1,1,0,2018-04-02,2018-04-02
-1407883,771653,1,1,1,0,2016-05-21,2016-05-21
-1407881,772722,1,1,1,0,2019-04-25,2019-04-25
-1407880,773096,1,1,1,0,2018-12-09,2018-12-09
-1407879,773095,1,1,1,1,2018-12-09,2018-12-09
-1407877,772904,1,1,1,0,2017-08-10,2017-08-10
-1407874,772754,1,1,1,0,2019-04-25,2019-04-25
-1407874,772898,1,1,1,0,2017-08-31,2017-08-31
-1407873,773374,1,1,1,1,2018-05-05,2018-05-05
-1407872,772767,1,1,1,0,2016-09-19,2016-09-19
-1407871,772588,1,1,1,0,2016-06-23,2016-06-23
-1407869,772477,1,1,1,0,2018-05-19,2018-05-19
-1407868,772484,1,1,1,0,2018-08-19,2018-08-19
-1407865,772479,1,1,1,0,2018-04-08,2018-04-08
-1407865,773908,1,1,1,1,2016-08-05,2016-08-05
-1407863,772477,1,1,1,0,2019-05-24,2019-05-24
-1407862,772598,1,1,1,1,2018-08-16,2018-08-16
-1407862,772779,1,1,1,0,2019-04-25,2019-04-25
-1407859,772785,1,1,1,0,2016-09-19,2016-09-19
-1407857,772804,1,1,1,0,2019-04-25,2019-04-25
-1407856,772471,1,1,1,0,2019-04-28,2019-04-28
-1407856,773502,1,1,1,0,2016-05-18,2016-05-18
-1407855,772775,1,1,1,0,2019-04-25,2019-04-25
-1407853,772599,1,1,1,0,2019-06-02,2019-06-02
-1407853,772603,1,1,1,0,2019-06-02,2019-06-02
-1407852,772776,1,1,1,0,2019-04-25,2019-04-25
-1407851,773786,1,1,1,1,2019-04-28,2019-04-28
-1407847,772911,1,1,1,0,2018-05-04,2018-05-04
-1407845,772458,1,1,1,0,2017-04-08,2017-04-08
-1407843,772881,1,1,1,0,2018-05-04,2018-05-04
-1407840,772838,1,1,1,0,2016-09-19,2016-09-19
-1407840,773420,1,1,1,1,2019-06-22,2019-06-22
-1407839,772446,1,1,1,0,2019-07-26,2019-07-26
-1407835,772865,1,1,1,0,2016-05-21,2016-05-21
-1407835,773365,1,1,1,0,2019-04-08,2019-04-08
-1407834,772925,1,1,1,0,2016-05-21,2016-05-21
-1407834,773365,1,1,1,0,2019-04-08,2019-04-08
-1407833,773349,1,1,1,0,2017-05-11,2017-05-11
-1407831,773340,1,1,1,0,2017-08-22,2017-08-22
-1407831,773350,1,1,1,0,2016-08-10,2016-08-10
-1407830,773350,2,2,1,0,2016-08-10,2016-08-10
-1407829,773342,1,1,1,0,2016-08-15,2016-08-15
-1407828,773342,1,1,1,0,2019-06-13,2019-06-13
-1407828,773380,1,1,1,1,2019-06-04,2019-06-04
-1407826,773380,1,1,1,1,2019-06-04,2019-06-04
-1407823,770176,1,1,1,1,2016-11-04,2016-11-04
-1407822,773322,1,1,1,1,2019-07-17,2019-07-17
-1407821,772881,1,1,1,0,2016-05-21,2016-05-21
-1407821,772885,1,1,1,0,2016-05-21,2016-05-21
-1407818,772887,1,1,1,0,2017-09-07,2017-09-07
-1407812,771054,1,1,1,0,2019-04-29,2019-04-29
-1407812,773396,1,1,1,0,2016-06-14,2016-06-14
-1407811,772563,1,1,1,0,2016-05-19,2016-05-19
-1407811,773396,1,1,1,0,2017-07-29,2017-07-29
-1407810,772565,2,2,2,0,2017-05-15,2017-05-12
-1407809,772440,1,1,1,0,2018-08-16,2018-08-16
-1407809,772563,1,1,1,0,2016-05-19,2016-05-19
-1407809,772564,1,1,1,0,2016-05-19,2016-05-19
-1407809,772565,3,3,3,0,2017-05-15,2017-05-09
-1407809,772566,1,1,1,0,2017-05-15,2017-05-15
-1407808,772562,1,1,1,0,2016-05-19,2016-05-19
-1407808,772563,1,1,1,0,2016-05-19,2016-05-19
-1407808,772564,1,1,1,0,2017-05-15,2017-05-15
-1407808,772565,3,2,3,0,2017-05-09,2017-05-09
-1407808,772566,3,3,3,0,2017-05-15,2017-05-09
-1407808,772567,2,2,2,0,2018-11-01,2017-08-10
-1407808,772568,1,1,1,0,2016-05-19,2016-05-19
-1407808,772569,1,1,1,0,2016-05-19,2016-05-19
-1407807,772566,1,1,1,0,2016-05-19,2016-05-19
-1407807,772567,2,2,2,0,2017-05-15,2017-05-12
-1407807,772568,3,2,3,0,2017-05-15,2016-05-19
-1407806,772563,2,2,2,0,2017-05-09,2017-05-09
-1407806,772568,1,1,1,0,2016-05-19,2016-05-19
-1407806,772570,1,1,1,0,2016-05-19,2016-05-19
-1407805,772564,2,2,2,0,2017-05-15,2016-11-15
-1407805,772566,1,1,1,0,2017-05-15,2017-05-15
-1407805,772568,1,1,1,0,2016-05-19,2016-05-19
-1407805,772574,1,1,1,0,2016-05-19,2016-05-19
-1407805,773454,1,1,1,0,2017-02-13,2017-02-13
-1407804,772563,1,1,1,0,2017-05-09,2017-05-09
-1407804,772564,1,1,1,0,2016-05-19,2016-05-19
-1407804,772574,2,1,1,2,2016-05-19,2016-05-19
-1407803,772570,1,1,1,0,2016-05-19,2016-05-19
-1407799,773404,1,1,1,0,2017-10-27,2017-10-27
-1407798,772570,1,1,1,0,2017-05-15,2017-05-15
-1407796,773125,1,1,1,0,2019-06-16,2019-06-16
-1407792,773496,1,1,1,0,2018-05-04,2018-05-04
-1407791,771378,1,1,1,0,2016-05-09,2016-05-09
-1407791,772614,1,1,1,1,2017-09-22,2017-09-22
-1407791,772619,1,1,1,0,2017-09-22,2017-09-22
-1407791,772622,1,1,1,0,2017-09-22,2017-09-22
-1407790,772970,1,1,1,0,2016-04-18,2016-04-18
-1407789,772429,1,1,1,0,2019-06-12,2019-06-12
-1407788,772648,1,1,1,0,2018-09-21,2018-09-21
-1407787,772564,1,1,1,0,2017-05-09,2017-05-09
-1407787,772570,1,1,1,0,2016-05-20,2016-05-20
-1407786,772424,1,1,1,0,2016-09-14,2016-09-14
-1407786,772614,1,1,1,0,2017-09-22,2017-09-22
-1407786,772640,2,2,1,0,2018-09-21,2018-09-21
-1407785,772636,1,1,1,0,2017-09-22,2017-09-22
-1407783,772422,1,1,1,0,2019-06-12,2019-06-12
-1407783,772564,1,1,1,0,2017-05-09,2017-05-09
-1407783,772566,2,1,2,0,2017-05-09,2017-05-09
-1407783,773438,1,1,1,1,2019-06-30,2019-06-30
-1407782,772564,1,1,1,0,2017-05-09,2017-05-09
-1407782,772566,1,1,1,1,2017-05-09,2017-05-09
-1407782,773438,1,1,1,0,2019-06-30,2019-06-30
-1407781,773432,1,1,1,0,2018-08-16,2018-08-16
-1407781,773435,1,1,1,0,2019-06-30,2019-06-30
-1407781,773437,1,1,1,0,2019-06-30,2019-06-30
-1407781,773438,2,2,1,1,2019-06-30,2019-06-30
-1407781,773439,1,1,1,1,2019-06-30,2019-06-30
-1407780,772564,1,1,1,0,2017-05-09,2017-05-09
-1407780,772571,1,1,1,1,2017-05-09,2017-05-09
-1407780,772575,3,3,3,0,2017-05-09,2017-05-09
-1407780,772576,2,2,2,1,2017-05-09,2017-05-09
-1407780,772577,2,2,1,1,2017-05-09,2017-05-09
-1407780,773437,1,1,1,0,2019-06-30,2019-06-30
-1407779,772571,1,1,1,0,2017-05-09,2017-05-09
-1407779,772573,1,1,1,1,2017-05-09,2017-05-09
-1407779,772574,5,4,4,3,2017-05-09,2017-05-09
-1407779,772575,2,2,2,1,2017-05-09,2017-05-09
-1407779,772576,3,2,2,0,2017-05-09,2017-05-09
-1407779,772633,1,1,1,0,2018-09-21,2018-09-21
-1407779,772969,1,1,1,0,2016-04-22,2016-04-22
-1407779,773048,1,1,1,0,2017-03-28,2017-03-28
-1407779,773438,1,1,1,1,2019-06-30,2019-06-30
-1407779,773442,1,1,1,0,2019-06-30,2019-06-30
-1407778,772566,1,1,1,0,2017-05-09,2017-05-09
-1407778,772572,1,1,1,1,2017-05-09,2017-05-09
-1407778,772573,4,4,3,1,2017-05-09,2017-05-09
-1407778,772574,3,2,3,2,2017-05-09,2017-05-09
-1407778,772575,2,1,1,1,2016-05-19,2016-05-19
-1407778,773436,1,1,1,0,2019-06-30,2019-06-30
-1407778,773437,1,1,1,1,2019-06-30,2019-06-30
-1407778,773439,1,1,1,0,2019-06-30,2019-06-30
-1407777,772566,1,1,1,0,2017-05-09,2017-05-09
-1407777,772574,6,4,4,2,2017-05-09,2016-11-12
-1407777,772575,1,1,1,0,2016-05-19,2016-05-19
-1407777,772619,1,1,1,0,2017-09-22,2017-09-22
-1407777,773438,1,1,1,1,2019-06-30,2019-06-30
-1407776,772573,1,1,1,0,2016-05-19,2016-05-19
-1407776,772574,4,2,3,1,2017-05-09,2016-05-19
-1407776,772575,1,1,1,0,2016-05-19,2016-05-19
-1407776,772971,1,1,1,0,2017-04-15,2017-04-15
-1407776,773437,1,1,1,0,2019-06-30,2019-06-30
-1407775,772572,1,1,1,0,2017-05-09,2017-05-09
-1407775,772573,1,1,1,0,2016-05-19,2016-05-19
-1407775,772576,1,1,1,0,2017-05-09,2017-05-09
-1407775,772577,1,1,1,0,2017-05-09,2017-05-09
-1407774,772569,3,2,3,0,2017-05-09,2017-05-09
-1407774,772574,1,1,1,0,2017-05-09,2017-05-09
-1407773,772413,1,1,1,0,2018-08-16,2018-08-16
-1407773,773439,1,1,1,0,2018-09-20,2018-09-20
-1407769,771230,1,1,1,0,2018-04-13,2018-04-13
-1407769,773427,1,1,1,0,2018-08-24,2018-08-24
-1407769,773430,1,1,1,0,2018-08-31,2018-08-31
-1407768,773418,1,1,1,0,2018-08-09,2018-08-09
-1407767,773498,1,1,1,1,2017-09-21,2017-09-21
-1407766,772416,1,1,1,0,2017-06-18,2017-06-18
-1407765,772423,1,1,1,0,2018-09-11,2018-09-11
-1407765,772953,1,1,1,0,2016-04-18,2016-04-18
-1407764,773804,1,1,1,0,2019-06-08,2019-06-08
-1407763,773427,1,1,1,0,2018-08-09,2018-08-09
-1407760,772423,1,1,1,0,2016-05-18,2016-05-18
-1407759,772425,1,1,1,0,2016-05-02,2016-05-02
-1407758,772379,1,1,1,0,2018-06-25,2018-06-25
-1407758,772419,1,1,1,0,2016-04-19,2016-04-19
-1407758,773886,1,1,1,1,2016-06-09,2016-06-09
-1407757,772425,1,1,1,0,2016-05-13,2016-05-13
-1407757,772427,1,1,1,0,2016-08-29,2016-08-29
-1407755,773056,1,1,1,0,2017-03-28,2017-03-28
-1407753,773031,1,1,1,0,2018-12-05,2018-12-05
-1407753,774375,1,1,1,1,2018-05-08,2018-05-08
-1407752,772379,1,1,1,0,2018-08-22,2018-08-22
-1407752,772436,1,1,1,1,2016-09-02,2016-09-02
-1407751,772439,1,1,1,0,2016-09-02,2016-09-02
-1407750,772438,1,1,1,0,2016-09-02,2016-09-02
-1407750,772439,1,1,1,0,2016-09-02,2016-09-02
-1407750,772630,1,1,1,1,2018-05-08,2018-05-08
-1407749,772625,1,1,1,1,2018-05-08,2018-05-08
-1407749,772631,10,1,1,10,2018-05-08,2018-05-08
-1407749,772632,1,1,1,1,2018-05-08,2018-05-08
-1407748,772396,1,1,1,0,2016-09-16,2016-09-16
-1407748,772621,1,1,1,1,2018-05-08,2018-05-08
-1407748,772626,2,2,1,2,2018-05-08,2018-05-08
-1407748,772629,1,1,1,1,2018-05-08,2018-05-08
-1407748,772630,6,1,1,6,2018-05-08,2018-05-08
-1407748,772631,34,2,1,34,2018-05-08,2018-05-08
-1407748,772632,1,1,1,1,2018-05-08,2018-05-08
-1407747,772396,1,1,1,0,2016-09-16,2016-09-16
-1407747,772442,1,1,1,0,2017-09-25,2017-09-25
-1407747,772629,4,2,1,4,2018-05-08,2018-05-08
-1407747,772630,3,1,1,3,2018-05-08,2018-05-08
-1407747,772631,4,1,1,4,2018-05-08,2018-05-08
-1407747,772633,2,2,1,2,2018-05-08,2018-05-08
-1407747,772828,1,1,1,0,2018-05-15,2018-05-15
-1407747,773515,1,1,1,0,2018-05-19,2018-05-19
-1407746,772623,1,1,1,1,2018-05-08,2018-05-08
-1407746,772631,2,2,1,2,2018-05-08,2018-05-08
-1407746,772632,2,1,1,2,2018-05-08,2018-05-08
-1407746,772633,2,2,1,1,2018-05-08,2018-05-08
-1407745,772619,1,1,1,1,2018-05-08,2018-05-08
-1407745,772632,1,1,1,1,2018-05-08,2018-05-08
-1407744,772632,1,1,1,1,2018-05-08,2018-05-08
-1407744,773130,1,1,1,1,2019-06-10,2019-06-10
-1407743,772372,1,1,1,0,2019-04-28,2019-04-28
-1407743,772625,1,1,1,1,2018-05-08,2018-05-08
-1407743,772686,1,1,1,1,2016-05-21,2016-05-21
-1407742,771873,1,1,1,0,2016-05-20,2016-05-20
-1407742,772633,1,1,1,1,2018-05-08,2018-05-08
-1407742,772636,1,1,1,1,2018-05-08,2018-05-08
-1407742,772638,1,1,1,1,2018-05-08,2018-05-08
-1407741,772619,1,1,1,1,2018-05-07,2018-05-07
-1407741,772624,1,1,1,1,2018-05-07,2018-05-07
-1407741,772634,1,1,1,1,2018-05-08,2018-05-08
-1407740,772617,3,2,1,3,2018-05-07,2018-05-07
-1407740,772618,9,1,1,9,2018-05-07,2018-05-07
-1407740,772619,10,2,1,10,2018-05-07,2018-05-07
-1407740,772620,1,1,1,1,2018-05-07,2018-05-07
-1407740,772622,1,1,1,1,2018-05-07,2018-05-07
-1407740,772638,2,2,1,2,2018-05-08,2018-05-08
-1407739,772617,1,1,1,1,2018-05-07,2018-05-07
-1407739,772618,12,2,1,12,2018-05-07,2018-05-07
-1407739,772619,5,2,1,5,2018-05-07,2018-05-07
-1407739,772620,1,1,1,1,2018-05-07,2018-05-07
-1407739,772621,1,1,1,1,2018-05-07,2018-05-07
-1407738,772618,6,2,1,6,2018-05-07,2018-05-07
-1407738,772619,16,2,1,16,2018-05-07,2018-05-07
-1407738,772620,11,3,1,11,2018-05-07,2018-05-07
-1407738,772624,1,1,1,1,2018-05-07,2018-05-07
-1407738,773030,1,1,1,1,2019-04-25,2019-04-25
-1407738,773062,1,1,1,0,2019-07-15,2019-07-15
-1407737,770877,1,1,1,1,2016-05-20,2016-05-20
-1407737,772619,2,2,1,2,2018-05-07,2018-05-07
-1407737,772624,2,2,1,2,2018-05-07,2018-05-07
-1407737,772626,1,1,1,1,2018-05-07,2018-05-07
-1407736,772619,1,1,1,1,2018-05-07,2018-05-07
-1407735,772626,1,1,1,1,2018-05-07,2018-05-07
-1407735,772627,1,1,1,1,2018-05-07,2018-05-07
-1407733,773092,1,1,1,1,2019-05-22,2019-05-22
-1407733,773093,1,1,1,1,2019-06-18,2019-06-18
-1407733,773094,1,1,1,1,2019-05-22,2019-05-22
-1407733,773095,1,1,1,1,2019-05-22,2019-05-22
-1407732,773105,1,1,1,0,2019-02-15,2019-02-15
-1407731,772980,1,1,1,0,2019-05-01,2019-05-01
-1407731,773094,1,1,1,1,2019-06-04,2019-06-04
-1407731,773153,1,1,1,0,2018-05-19,2018-05-19
-1407730,773021,1,1,1,0,2017-03-28,2017-03-28
-1407730,773094,1,1,1,1,2019-05-22,2019-05-22
-1407730,773095,2,1,1,2,2019-05-22,2019-05-22
-1407730,773096,1,1,1,1,2019-06-24,2019-06-24
-1407729,772590,1,1,1,1,2017-05-10,2017-05-10
-1407729,773092,1,1,1,1,2019-05-22,2019-05-22
-1407728,771084,1,1,1,0,2018-09-01,2018-09-01
-1407727,773036,1,1,1,0,2017-03-28,2017-03-28
-1407726,773085,1,1,1,1,2019-07-17,2019-07-17
-1407726,773093,1,1,1,1,2019-05-22,2019-05-22
-1407725,772821,1,1,1,0,2018-05-19,2018-05-19
-1407724,773095,1,1,1,1,2019-06-24,2019-06-24
-1407724,773441,1,1,1,0,2018-05-27,2018-05-27
-1407722,772388,1,1,1,0,2016-09-16,2016-09-16
-1407722,773034,1,1,1,0,2019-06-20,2019-06-20
-1407722,773560,1,1,1,0,2017-07-18,2017-07-18
-1407721,773050,1,1,1,0,2018-12-05,2018-12-05
-1407721,773093,1,1,1,1,2019-06-24,2019-06-24
-1407721,773498,1,1,1,0,2018-06-24,2018-06-24
-1407721,773510,1,1,1,0,2017-10-15,2017-10-15
-1407721,774351,1,1,1,0,2018-06-06,2018-06-06
-1407719,772714,1,1,1,1,2019-05-04,2019-05-04
-1407718,773010,1,1,1,0,2016-07-12,2016-07-12
-1407718,773035,1,1,1,1,2019-07-15,2019-07-15
-1407718,773036,1,1,1,1,2019-07-15,2019-07-15
-1407718,773040,1,1,1,1,2019-06-20,2019-06-20
-1407718,773047,1,1,1,0,2019-06-20,2019-06-20
-1407718,773052,1,1,1,1,2019-06-20,2019-06-20
-1407718,773100,1,1,1,1,2019-06-24,2019-06-24
-1407718,773108,1,1,1,0,2019-06-24,2019-06-24
-1407717,773034,1,1,1,1,2019-07-15,2019-07-15
-1407717,773037,1,1,1,1,2019-07-15,2019-07-15
-1407717,773051,1,1,1,1,2019-06-20,2019-06-20
-1407717,773095,1,1,1,0,2019-03-18,2019-03-18
-1407717,773105,1,1,1,1,2019-06-24,2019-06-24
-1407717,773559,1,1,1,0,2017-07-18,2017-07-18
-1407716,772388,1,1,1,0,2016-09-16,2016-09-16
-1407716,773044,1,1,1,1,2019-06-20,2019-06-20
-1407716,773048,1,1,1,0,2018-12-05,2018-12-05
-1407716,773049,1,1,1,0,2018-12-05,2018-12-05
-1407716,773103,1,1,1,1,2019-06-24,2019-06-24
-1407715,773010,1,1,1,0,2017-09-13,2017-09-13
-1407715,773038,1,1,1,1,2019-07-15,2019-07-15
-1407715,773052,3,1,3,1,2019-06-20,2019-06-05
-1407715,773054,2,2,1,2,2019-06-20,2019-06-20
-1407714,772720,1,1,1,0,2018-09-22,2018-09-22
-1407714,773042,1,1,1,0,2019-06-27,2019-06-27
-1407714,773053,1,1,1,1,2019-06-20,2019-06-20
-1407714,773056,1,1,1,1,2019-06-20,2019-06-20
-1407714,773913,1,1,1,0,2019-05-24,2019-05-24
-1407712,773079,1,1,1,0,2017-10-09,2017-10-09
-1407711,773062,1,1,1,1,2019-06-20,2019-06-20
-1407711,773109,1,1,1,1,2019-06-24,2019-06-24
-1407710,772362,1,1,1,0,2018-06-27,2018-06-27
-1407710,772480,1,1,1,0,2018-09-11,2018-09-11
-1407710,773062,1,1,1,1,2019-06-20,2019-06-20
-1407709,773519,1,1,1,1,2018-05-22,2018-05-22
-1407708,772244,1,1,1,0,2018-08-23,2018-08-23
-1407708,773271,1,1,1,0,2017-08-17,2017-08-17
-1407706,773069,1,1,1,1,2019-06-18,2019-06-18
-1407706,773267,1,1,1,0,2017-08-17,2017-08-17
-1407704,773070,1,1,1,1,2019-06-18,2019-06-18
-1407704,773110,1,1,1,1,2019-05-22,2019-05-22
-1407703,773112,1,1,1,1,2019-05-22,2019-05-22
-1407702,772362,1,1,1,0,2018-04-08,2018-04-08
-1407702,773114,4,3,1,4,2019-05-22,2019-05-22
-1407702,773475,1,1,1,0,2018-09-27,2018-09-27
-1407701,773108,1,1,1,1,2019-06-24,2019-06-24
-1407701,773115,1,1,1,1,2019-05-22,2019-05-22
-1407700,773348,1,1,1,1,2017-07-19,2017-07-19
-1407700,773483,1,1,1,0,2018-09-16,2018-09-16
-1407699,773109,1,1,1,1,2019-05-22,2019-05-22
-1407699,773110,1,1,1,1,2019-05-22,2019-05-22
-1407699,773482,1,1,1,0,2018-09-25,2018-09-25
-1407698,773110,1,1,1,1,2019-05-22,2019-05-22
-1407698,773111,1,1,1,1,2019-05-22,2019-05-22
-1407698,773482,1,1,1,0,2018-08-30,2018-08-30
-1407698,773484,1,1,1,0,2018-10-05,2018-10-05
-1407698,773485,1,1,1,0,2018-09-20,2018-09-20
-1407697,772357,1,1,1,0,2019-04-28,2019-04-28
-1407697,773108,1,1,1,0,2017-03-22,2017-03-22
-1407697,773114,1,1,1,1,2019-05-22,2019-05-22
-1407697,773481,1,1,1,0,2018-10-09,2018-10-09
-1407697,773482,2,2,1,0,2018-10-18,2018-10-07
-1407697,773485,1,1,1,0,2017-07-18,2017-07-18
-1407696,773108,1,1,1,0,2017-03-22,2017-03-22
-1407696,773476,1,1,1,0,2018-09-27,2018-09-27
-1407696,773484,1,1,1,0,2018-09-14,2018-09-14
-1407696,773485,1,1,1,0,2017-07-18,2017-07-18
-1407695,773118,1,1,1,1,2019-07-10,2019-07-10
-1407695,773284,1,1,1,0,2017-08-05,2017-08-05
-1407695,773485,1,1,1,0,2017-07-18,2017-07-18
-1407693,773346,1,1,1,0,2017-07-19,2017-07-19
-1407693,773351,1,1,1,1,2017-07-19,2017-07-19
-1407693,773481,1,1,1,0,2017-06-19,2017-06-19
-1407692,773117,1,1,1,1,2018-05-19,2018-05-19
-1407692,773118,1,1,1,1,2019-05-22,2019-05-22
-1407692,773481,1,1,1,0,2018-09-27,2018-09-27
-1407691,773093,1,1,1,1,2019-06-24,2019-06-24
-1407691,773116,1,1,1,1,2019-05-22,2019-05-22
-1407691,773117,2,2,1,2,2019-05-22,2019-05-22
-1407691,773259,1,1,1,1,2016-03-25,2016-03-25
-1407691,773350,1,1,1,1,2017-07-19,2017-07-19
-1407688,773119,1,1,1,1,2019-05-22,2019-05-22
-1407688,773121,1,1,1,1,2018-09-15,2018-09-15
-1407687,773116,1,1,1,1,2019-05-22,2019-05-22
-1407687,773117,1,1,1,1,2019-05-22,2019-05-22
-1407686,773349,1,1,1,0,2017-07-19,2017-07-19
-1407685,773711,1,1,1,0,2018-12-14,2018-12-14
-1407683,773663,1,1,1,1,2016-04-21,2016-04-21
-1407679,773652,1,1,1,1,2016-09-23,2016-09-23
-1407678,773499,1,1,1,0,2017-08-18,2017-08-18
-1407677,769908,1,1,1,0,2019-07-07,2019-07-07
-1407673,772693,1,1,1,0,2017-10-13,2017-10-13
-1407673,773361,1,1,1,1,2017-12-15,2017-12-15
-1407672,773377,1,1,1,0,2019-06-30,2019-06-30
-1407670,772249,1,1,1,0,2016-06-24,2016-06-24
-1407670,773378,1,1,1,0,2019-06-15,2019-06-15
-1407670,773622,1,1,1,1,2019-07-15,2019-07-15
-1407669,771234,1,1,1,1,2016-04-01,2016-04-01
-1407669,773621,1,1,1,1,2019-07-15,2019-07-15
-1407667,773113,1,1,1,0,2019-06-26,2019-06-26
-1407667,773519,1,1,1,1,2017-09-20,2017-09-20
-1407665,773112,1,1,1,0,2019-07-01,2019-07-01
-1407664,772483,1,1,1,0,2019-04-08,2019-04-08
-1407663,773117,1,1,1,1,2019-06-04,2019-06-04
-1407659,772727,1,1,1,0,2019-04-11,2019-04-11
-1407658,772788,1,1,1,1,2019-04-27,2019-04-27
-1407658,772792,1,1,1,0,2019-04-27,2019-04-27
-1407656,772748,1,1,1,0,2018-08-23,2018-08-23
-1407656,772888,1,1,1,1,2019-06-15,2019-06-15
-1407653,772399,1,1,1,0,2017-08-15,2017-08-15
-1407650,772712,1,1,1,0,2019-06-23,2019-06-23
-1407650,772715,1,1,1,0,2018-05-09,2018-05-09
-1407650,773327,1,1,1,1,2016-07-15,2016-07-15
-1407649,772781,1,1,1,0,2019-06-14,2019-06-14
-1407647,772396,1,1,1,0,2017-07-19,2017-07-19
-1407642,772391,1,1,1,0,2017-11-19,2017-11-19
-1407642,772669,1,1,1,0,2019-03-29,2019-03-29
-1407641,772547,1,1,1,1,2019-04-25,2019-04-25
-1407641,772871,1,1,1,0,2017-05-09,2017-05-09
-1407641,774365,1,1,1,0,2019-04-17,2019-04-17
-1407640,772391,1,1,1,0,2017-11-19,2017-11-19
-1407640,772670,1,1,1,0,2018-11-08,2018-11-08
-1407640,773411,1,1,1,0,2019-06-22,2019-06-22
-1407638,772349,1,1,1,0,2019-06-09,2019-06-09
-1407638,772668,1,1,1,0,2018-11-08,2018-11-08
-1407637,772779,1,1,1,0,2016-10-04,2016-10-04
-1407636,772663,1,1,1,0,2018-08-08,2018-08-08
-1407634,772670,1,1,1,0,2017-08-20,2017-08-20
-1407632,772637,1,1,1,0,2018-08-08,2018-08-08
-1407631,772331,1,1,1,0,2018-04-08,2018-04-08
-1407631,772844,1,1,1,0,2018-08-06,2018-08-06
-1407628,772725,1,1,1,0,2019-04-28,2019-04-28
-1407626,772629,1,1,1,0,2019-04-27,2019-04-27
-1407625,772738,1,1,1,0,2016-05-21,2016-05-21
-1407624,772349,1,1,1,0,2019-06-09,2019-06-09
-1407624,772615,1,1,1,0,2019-06-23,2019-06-23
-1407624,772840,1,1,1,0,2019-04-22,2019-04-22
-1407623,772677,1,1,1,0,2018-03-19,2018-03-19
-1407623,772741,1,1,1,0,2019-03-30,2019-03-30
-1407622,772610,1,1,1,0,2016-05-20,2016-05-20
-1407621,772736,1,1,1,0,2017-08-20,2017-08-20
-1407620,773029,1,1,1,1,2019-03-16,2019-03-16
-1407619,772605,1,1,1,0,2016-05-20,2016-05-20
-1407619,773543,1,1,1,1,2019-01-18,2019-01-18
-1407618,772606,1,1,1,0,2018-09-02,2018-09-02
-1407617,772537,1,1,1,0,2018-05-24,2018-05-24
-1407616,772854,1,1,1,1,2018-04-29,2018-04-29
-1407615,771305,1,1,1,0,2018-08-24,2018-08-24
-1407615,772587,1,1,1,0,2016-05-20,2016-05-20
-1407615,772603,1,1,1,0,2016-04-25,2016-04-25
-1407615,772606,1,1,1,0,2016-08-10,2016-08-10
-1407615,772797,1,1,1,0,2019-04-28,2019-04-28
-1407614,772807,1,1,1,0,2019-03-30,2019-03-30
-1407614,772836,1,1,1,0,2018-04-29,2018-04-29
-1407613,772500,1,1,1,0,2018-04-24,2018-04-24
-1407613,772502,1,1,1,0,2018-04-24,2018-04-24
-1407613,773180,1,1,1,0,2018-10-10,2018-10-10
-1407612,772590,1,1,1,0,2016-05-20,2016-05-20
-1407612,772614,1,1,1,0,2016-05-20,2016-05-20
-1407611,772595,1,1,1,0,2016-05-20,2016-05-20
-1407611,772862,1,1,1,0,2019-03-30,2019-03-30
-1407611,773034,1,1,1,0,2017-03-22,2017-03-22
-1407610,772591,1,1,1,0,2016-05-20,2016-05-20
-1407610,772695,1,1,1,0,2017-12-17,2017-12-17
-1407609,772090,1,1,1,0,2019-01-22,2019-01-22
-1407609,772496,1,1,1,1,2019-06-08,2019-06-08
-1407609,772612,1,1,1,0,2019-03-28,2019-03-28
-1407608,772420,1,1,1,1,2016-05-29,2016-05-29
-1407608,772586,1,1,1,0,2016-05-20,2016-05-20
-1407608,772869,1,1,1,1,2018-04-29,2018-04-29
-1407607,772494,1,1,1,0,2019-06-08,2019-06-08
-1407607,772589,1,1,1,0,2019-04-28,2019-04-28
-1407607,772590,1,1,1,0,2016-05-20,2016-05-20
-1407607,772788,1,1,1,0,2019-06-20,2019-06-20
-1407607,772863,1,1,1,0,2018-09-01,2018-09-01
-1407606,772582,1,1,1,0,2018-09-02,2018-09-02
-1407605,772585,1,1,1,0,2016-05-20,2016-05-20
-1407605,772615,1,1,1,0,2018-11-08,2018-11-08
-1407603,772582,1,1,1,0,2019-06-26,2019-06-26
-1407603,772895,1,1,1,0,2019-06-03,2019-06-03
-1407603,773557,1,1,1,0,2019-06-23,2019-06-23
-1407602,773384,1,1,1,0,2019-03-19,2019-03-19
-1407601,772577,1,1,1,0,2016-05-20,2016-05-20
-1407601,772782,1,1,1,0,2016-05-20,2016-05-20
