ix,iy,count,n_genera,n_observers,n_captive,last_observed,median_last10_observed
-1407272,772122,1,1,1,0,2016-05-21,2016-05-21
-1407272,772125,1,1,1,0,2019-04-27,2019-04-27
-1407272,772129,1,1,1,0,2016-05-20,2016-05-20
-1407272,772133,1,1,1,0,2016-05-20,2016-05-20
-1407272,772134,1,1,1,0,2016-05-20,2016-05-20
-1407272,772136,1,1,1,0,2016-05-18,2016-05-18
-1407272,772144,1,1,1,0,2019-06-16,2019-06-16
-1407272,772146,1,1,1,0,2019-03-10,2019-03-10
-1407272,772390,1,1,1,0,2018-06-02,2018-06-02
-1407272,772595,1,1,1,0,2016-05-20,2016-05-20
-1407272,772633,1,1,1,0,2016-04-11,2016-04-11
-1407272,773547,1,1,1,0,2018-05-01,2018-05-01
-1407271,772091,1,1,1,0,2019-04-27,2019-04-27
-1407271,772119,2,1,1,0,2019-04-27,2019-04-27
-1407271,772128,1,1,1,0,2016-05-20,2016-05-20
-1407271,772130,1,1,1,0,2016-05-20,2016-05-20
-1407271,772131,1,1,1,0,2016-05-20,2016-05-20
-1407271,772133,3,3,2,0,2016-05-20,2016-05-20
-1407271,772134,2,2,2,0,2016-05-20,2016-05-20
-1407271,772135,1,1,1,0,2016-05-20,2016-05-20
-1407271,772138,1,1,1,0,2018-04-28,2018-04-28
-1407271,772141,1,1,1,0,2019-04-27,2019-04-27
-1407271,772195,1,1,1,0,2019-04-14,2019-04-14
-1407271,772533,1,1,1,0,2018-09-12,2018-09-12
-1407271,772594,1,1,1,0,2016-05-20,2016-05-20
-1407271,773260,1,1,1,0,2019-05-06,2019-05-06
-1407270,772093,1,1,1,0,2018-06-28,2018-06-28
-1407270,772120,1,1,1,0,2016-05-21,2016-05-21
-1407270,772129,1,1,1,0,2016-05-20,2016-05-20
-1407270,772133,2,2,1,0,2016-05-20,2016-05-20
-1407270,772134,2,2,2,0,2016-05-20,2016-05-20
-1407270,772139,1,1,1,0,2019-07-08,2019-07-08
-1407270,772142,1,1,1,0,2019-04-27,2019-04-27
-1407270,772148,1,1,1,0,2016-05-18,2016-05-18
-1407270,772197,1,1,1,0,2018-11-03,2018-11-03
-1407270,772200,1,1,1,0,2016-01-10,2016-01-10
-1407269,771967,1,1,1,0,2019-06-14,2019-06-14
-1407269,772088,1,1,1,0,2016-05-20,2016-05-20
-1407269,772090,1,1,1,0,2019-04-27,2019-04-27
-1407269,772129,1,1,1,0,2016-05-20,2016-05-20
-1407269,772135,4,2,3,0,2016-05-20,2016-05-20
-1407269,772137,1,1,1,0,2016-05-20,2016-05-20
-1407269,772199,1,1,1,0,2016-05-20,2016-05-20
-1407269,772306,1,1,1,0,2017-07-02,2017-07-02
-1407269,772562,1,1,1,0,2016-05-20,2016-05-20
-1407269,772575,1,1,1,0,2016-03-16,2016-03-16
-1407269,773749,5,5,1,0,2019-07-10,2019-07-10
-1407268,772086,1,1,1,0,2017-07-19,2017-07-19
-1407268,772130,1,1,1,0,2016-05-20,2016-05-20
-1407268,772133,1,1,1,0,2016-05-20,2016-05-20
-1407268,772146,1,1,1,0,2018-04-28,2018-04-28
-1407268,772150,1,1,1,0,2016-05-18,2016-05-18
-1407268,772189,2,2,2,0,2019-06-16,2017-12-02
-1407268,772190,1,1,1,0,2018-07-08,2018-07-08
-1407268,772229,1,1,1,0,2019-03-16,2019-03-16
-1407268,772587,1,1,1,0,2016-05-20,2016-05-20
-1407268,772864,1,1,1,0,2018-04-23,2018-04-23
-1407268,773323,1,1,1,0,2019-06-06,2019-06-06
-1407267,772083,5,5,1,0,2018-07-18,2018-07-18
-1407267,772086,1,1,1,0,2018-04-28,2018-04-28
-1407267,772131,1,1,1,0,2016-05-20,2016-05-20
-1407267,772136,1,1,1,0,2016-05-20,2016-05-20
-1407267,772150,1,1,1,0,2018-04-28,2018-04-28
-1407267,772151,1,1,1,0,2018-04-28,2018-04-28
-1407267,772196,1,1,1,0,2016-05-20,2016-05-20
-1407267,772198,1,1,1,0,2016-05-20,2016-05-20
-1407267,772582,1,1,1,0,2019-03-25,2019-03-25
-1407267,772590,1,1,1,0,2016-05-20,2016-05-20
-1407267,772795,1,1,1,0,2019-06-10,2019-06-10
-1407266,772085,1,1,1,0,2018-05-06,2018-05-06
-1407266,772086,2,2,2,0,2017-04-23,2017-01-01
-1407266,772115,2,2,2,0,2016-05-21,2016-05-21
-1407266,772131,1,1,1,0,2016-05-20,2016-05-20
-1407266,772135,1,1,1,0,2016-04-24,2016-04-24
-1407266,772149,1,1,1,0,2018-04-28,2018-04-28
-1407266,772151,1,1,1,0,2018-04-28,2018-04-28
-1407266,772188,1,1,1,0,2018-08-03,2018-08-03
-1407266,772194,1,1,1,0,2018-04-28,2018-04-28
-1407266,772199,1,1,1,0,2016-05-20,2016-05-20
-1407266,772255,1,1,1,0,2019-07-13,2019-07-13
-1407266,772303,1,1,1,0,2019-03-26,2019-03-26
-1407266,772470,1,1,1,0,2019-06-21,2019-06-21
-1407266,772548,1,1,1,0,2019-07-11,2019-07-11
-1407266,772588,1,1,1,0,2016-05-20,2016-05-20
-1407266,773132,1,1,1,0,2016-04-10,2016-04-10
-1407266,773216,1,1,1,0,2018-09-18,2018-09-18
-1407266,773315,1,1,1,0,2017-04-13,2017-04-13
-1407265,771252,1,1,1,0,2018-11-03,2018-11-03
-1407265,772083,1,1,1,0,2019-05-24,2019-05-24
-1407265,772084,1,1,1,0,2018-04-28,2018-04-28
-1407265,772112,4,4,1,0,2019-04-22,2019-04-22
-1407265,772114,1,1,1,0,2019-07-08,2019-07-08
-1407265,772117,1,1,1,0,2016-05-21,2016-05-21
-1407265,772137,1,1,1,0,2017-07-02,2017-07-02
-1407265,772140,1,1,1,1,2017-05-23,2017-05-23
-1407265,772192,1,1,1,0,2018-09-30,2018-09-30
-1407265,772196,1,1,1,0,2019-06-06,2019-06-06
-1407265,772304,1,1,1,0,2019-03-26,2019-03-26
-1407265,772471,1,1,1,0,2019-06-21,2019-06-21
-1407265,772473,1,1,1,0,2019-03-26,2019-03-26
-1407265,772591,1,1,1,0,2016-05-20,2016-05-20
-1407265,772594,1,1,1,0,2016-05-20,2016-05-20
-1407265,773316,1,1,1,0,2019-05-02,2019-05-02
-1407264,772085,1,1,1,0,2018-05-06,2018-05-06
-1407264,772112,1,1,1,0,2019-04-14,2019-04-14
-1407264,772137,1,1,1,0,2016-05-20,2016-05-20
-1407264,772179,2,2,1,0,2018-04-28,2018-04-28
-1407264,772180,1,1,1,0,2018-04-28,2018-04-28
-1407264,772182,1,1,1,0,2018-04-28,2018-04-28
-1407264,772183,1,1,1,0,2018-04-28,2018-04-28
-1407264,772189,2,2,2,0,2018-09-16,2017-07-19
-1407264,772192,1,1,1,0,2018-09-16,2018-09-16
-1407264,772304,1,1,1,0,2019-03-26,2019-03-26
-1407264,772539,1,1,1,1,2018-09-28,2018-09-28
-1407264,772583,1,1,1,0,2016-05-20,2016-05-20
-1407264,772590,1,1,1,0,2016-05-20,2016-05-20
-1407264,772591,1,1,1,0,2016-05-20,2016-05-20
-1407264,773237,1,1,1,0,2017-05-13,2017-05-13
-1407264,773265,1,1,1,0,2016-04-02,2016-04-02
-1407264,773710,1,1,1,0,2017-06-08,2017-06-08
-1407263,772083,1,1,1,0,2019-04-22,2019-04-22
-1407263,772115,1,1,1,0,2019-04-14,2019-04-14
-1407263,772134,1,1,1,0,2016-05-20,2016-05-20
-1407263,772183,1,1,1,0,2018-04-28,2018-04-28
-1407263,772184,1,1,1,0,2017-10-09,2017-10-09
-1407263,772190,2,2,1,0,2016-05-21,2016-05-21
-1407263,772196,1,1,1,0,2018-04-28,2018-04-28
-1407263,772473,1,1,1,0,2019-04-28,2019-04-28
-1407263,772551,1,1,1,0,2019-07-21,2019-07-21
-1407263,772575,1,1,1,0,2019-05-27,2019-05-27
-1407263,772584,1,1,1,1,2016-05-20,2016-05-20
-1407263,772590,1,1,1,0,2016-05-20,2016-05-20
-1407263,773296,1,1,1,0,2018-09-28,2018-09-28
-1407263,773562,1,1,1,0,2018-10-24,2018-10-24
-1407262,772113,1,1,1,0,2016-05-21,2016-05-21
-1407262,772115,1,1,1,0,2019-04-14,2019-04-14
-1407262,772182,2,2,1,0,2018-04-28,2018-04-28
-1407262,772183,1,1,1,0,2018-04-28,2018-04-28
-1407262,772194,1,1,1,0,2019-06-16,2019-06-16
-1407262,772195,1,1,1,0,2019-04-14,2019-04-14
-1407262,772305,1,1,1,1,2019-06-13,2019-06-13
-1407262,772577,2,2,1,0,2016-05-20,2016-05-20
-1407262,772622,1,1,1,0,2016-05-20,2016-05-20
-1407262,773118,1,1,1,0,2016-05-19,2016-05-19
-1407261,772081,1,1,1,0,2019-06-11,2019-06-11
-1407261,772082,2,2,2,0,2018-04-28,2017-12-07
-1407261,772197,1,1,1,0,2016-05-21,2016-05-21
-1407261,772198,2,2,2,0,2016-05-20,2016-05-20
-1407261,772201,1,1,1,0,2018-04-28,2018-04-28
-1407261,772301,1,1,1,1,2018-09-30,2018-09-30
-1407261,772474,1,1,1,0,2019-04-05,2019-04-05
-1407261,772575,1,1,1,0,2016-03-19,2016-03-19
-1407261,772596,1,1,1,0,2016-05-20,2016-05-20
-1407261,773481,1,1,1,1,2018-05-01,2018-05-01
-1407260,772081,1,1,1,0,2019-06-11,2019-06-11
-1407260,772140,1,1,1,0,2018-04-28,2018-04-28
-1407260,772180,1,1,1,0,2017-08-12,2017-08-12
-1407260,772191,1,1,1,0,2016-05-21,2016-05-21
-1407260,772199,3,3,3,0,2019-06-16,2017-12-02
-1407260,772256,1,1,1,1,2019-06-24,2019-06-24
-1407260,772491,1,1,1,0,2019-04-26,2019-04-26
-1407260,772538,1,1,1,0,2018-06-08,2018-06-08
-1407260,772577,1,1,1,0,2019-03-30,2019-03-30
-1407260,772585,1,1,1,0,2016-05-20,2016-05-20
-1407260,772734,1,1,1,0,2019-05-11,2019-05-11
-1407259,772065,1,1,1,0,2018-09-22,2018-09-22
-1407259,772070,1,1,1,0,2017-07-19,2017-07-19
-1407259,772146,1,1,1,0,2016-05-20,2016-05-20
-1407259,772196,1,1,1,0,2019-04-28,2019-04-28
-1407259,772199,1,1,1,0,2016-05-20,2016-05-20
-1407259,772586,1,1,1,0,2016-05-20,2016-05-20
-1407259,772688,1,1,1,0,2018-04-18,2018-04-18
-1407259,772924,1,1,1,0,2018-10-21,2018-10-21
-1407258,772107,1,1,1,0,2016-05-20,2016-05-20
-1407258,772135,1,1,1,0,2018-04-28,2018-04-28
-1407258,772141,1,1,1,0,2016-05-18,2016-05-18
-1407258,772159,1,1,1,0,2016-05-18,2016-05-18
-1407258,772200,1,1,1,0,2018-04-28,2018-04-28
-1407258,772483,1,1,1,1,2018-10-26,2018-10-26
-1407258,772578,1,1,1,0,2018-09-08,2018-09-08
-1407258,773271,1,1,1,0,2018-05-01,2018-05-01
-1407258,773817,1,1,1,1,2016-05-16,2016-05-16
-1407257,772066,1,1,1,0,2019-06-11,2019-06-11
-1407257,772067,2,2,2,0,2019-06-07,2018-06-28
-1407257,772069,1,1,1,0,2019-06-07,2019-06-07
-1407257,772074,1,1,1,0,2019-04-27,2019-04-27
-1407257,772099,1,1,1,0,2016-05-20,2016-05-20
-1407257,772100,1,1,1,0,2016-05-21,2016-05-21
-1407257,772105,2,2,1,0,2016-05-20,2016-05-20
-1407257,772109,1,1,1,0,2016-05-20,2016-05-20
-1407257,772140,1,1,1,0,2018-09-13,2018-09-13
-1407257,772159,1,1,1,0,2016-05-18,2016-05-18
-1407257,772175,1,1,1,0,2018-04-28,2018-04-28
-1407257,772200,1,1,1,0,2016-05-21,2016-05-21
-1407257,772201,1,1,1,0,2016-05-21,2016-05-21
-1407257,772577,1,1,1,0,2018-09-21,2018-09-21
-1407257,772584,1,1,1,0,2016-05-20,2016-05-20
-1407257,773127,1,1,1,0,2017-05-07,2017-05-07
-1407257,773236,1,1,1,0,2017-05-13,2017-05-13
-1407257,773269,1,1,1,0,2016-04-02,2016-04-02
-1407257,773719,1,1,1,0,2017-06-08,2017-06-08
-1407256,772069,1,1,1,0,2019-04-27,2019-04-27
-1407256,772076,1,1,1,0,2019-04-27,2019-04-27
-1407256,772100,1,1,1,0,2016-05-21,2016-05-21
-1407256,772101,2,1,2,0,2016-05-21,2016-05-21
-1407256,772103,1,1,1,0,2019-04-14,2019-04-14
-1407256,772106,1,1,1,0,2019-04-27,2019-04-27
-1407256,772144,1,1,1,0,2018-04-28,2018-04-28
-1407256,772156,1,1,1,0,2016-05-18,2016-05-18
-1407256,772159,1,1,1,0,2016-05-20,2016-05-20
-1407256,772163,1,1,1,0,2016-05-20,2016-05-20
-1407256,772175,1,1,1,0,2018-05-24,2018-05-24
-1407256,772176,1,1,1,0,2018-04-28,2018-04-28
-1407256,772193,1,1,1,0,2018-07-14,2018-07-14
-1407256,772198,1,1,1,0,2018-04-28,2018-04-28
-1407256,772481,1,1,1,1,2018-10-26,2018-10-26
-1407256,772536,1,1,1,0,2018-09-08,2018-09-08
-1407256,773236,1,1,1,0,2017-05-13,2017-05-13
-1407255,772065,1,1,1,0,2017-07-19,2017-07-19
-1407255,772071,1,1,1,0,2017-10-15,2017-10-15
-1407255,772073,1,1,1,0,2017-04-23,2017-04-23
-1407255,772075,1,1,1,0,2017-04-23,2017-04-23
-1407255,772092,1,1,1,0,2016-05-20,2016-05-20
-1407255,772096,1,1,1,0,2016-05-20,2016-05-20
-1407255,772099,1,1,1,0,2016-05-20,2016-05-20
-1407255,772146,1,1,1,0,2016-05-20,2016-05-20
-1407255,772147,1,1,1,0,2018-04-28,2018-04-28
-1407255,772156,1,1,1,0,2016-05-18,2016-05-18
-1407255,772159,1,1,1,0,2016-05-21,2016-05-21
-1407255,772175,1,1,1,0,2018-04-28,2018-04-28
-1407255,772188,1,1,1,0,2017-04-05,2017-04-05
-1407255,772190,1,1,1,0,2016-05-20,2016-05-20
-1407255,772198,1,1,1,0,2019-06-16,2019-06-16
-1407255,772200,1,1,1,0,2017-12-02,2017-12-02
-1407255,772491,1,1,1,0,2019-06-14,2019-06-14
-1407255,772515,1,1,1,1,2019-03-26,2019-03-26
-1407255,772527,1,1,1,0,2018-09-08,2018-09-08
-1407255,772534,1,1,1,1,2018-11-18,2018-11-18
-1407255,772583,2,1,2,0,2016-05-20,2016-05-20
-1407255,772584,1,1,1,0,2016-05-20,2016-05-20
-1407255,772950,1,1,1,0,2017-10-04,2017-10-04
-1407255,773236,1,1,1,0,2017-05-13,2017-05-13
-1407255,773277,1,1,1,0,2018-04-12,2018-04-12
-1407255,773961,1,1,1,1,2016-05-18,2016-05-18
-1407254,772065,1,1,1,0,2019-04-27,2019-04-27
-1407254,772068,3,3,2,0,2017-06-12,2017-06-12
-1407254,772070,2,2,2,0,2019-04-27,2018-07-21
-1407254,772081,1,1,1,0,2019-04-14,2019-04-14
-1407254,772088,1,1,1,0,2016-05-15,2016-05-15
-1407254,772089,1,1,1,0,2019-05-18,2019-05-18
-1407254,772091,1,1,1,0,2019-04-14,2019-04-14
-1407254,772095,1,1,1,0,2018-05-06,2018-05-06
-1407254,772098,1,1,1,0,2019-04-27,2019-04-27
-1407254,772128,1,1,1,0,2016-05-21,2016-05-21
-1407254,772161,1,1,1,0,2018-04-28,2018-04-28
-1407254,772169,1,1,1,0,2019-06-16,2019-06-16
-1407254,772176,1,1,1,0,2016-05-20,2016-05-20
-1407254,772199,1,1,1,0,2019-06-16,2019-06-16
-1407254,772200,1,1,1,0,2019-06-16,2019-06-16
-1407254,772247,1,1,1,0,2019-03-16,2019-03-16
-1407254,772477,1,1,1,0,2019-04-13,2019-04-13
-1407254,772536,1,1,1,0,2018-09-08,2018-09-08
-1407254,772542,1,1,1,0,2019-07-23,2019-07-23
-1407254,772578,1,1,1,0,2016-05-20,2016-05-20
-1407254,772581,1,1,1,0,2016-05-20,2016-05-20
-1407254,772585,1,1,1,0,2016-05-20,2016-05-20
-1407253,772068,4,4,2,0,2019-04-27,2019-04-27
-1407253,772069,2,2,2,0,2019-04-27,2018-02-24
-1407253,772071,2,2,2,0,2019-07-11,2019-06-03
-1407253,772088,1,1,1,0,2019-04-14,2019-04-14
-1407253,772089,1,1,1,0,2016-05-20,2016-05-20
-1407253,772134,1,1,1,0,2016-05-18,2016-05-18
-1407253,772189,1,1,1,0,2016-05-20,2016-05-20
-1407253,772190,1,1,1,0,2019-06-07,2019-06-07
-1407253,772193,1,1,1,0,2017-12-02,2017-12-02
-1407253,772198,1,1,1,0,2019-06-16,2019-06-16
-1407253,772199,1,1,1,0,2017-04-05,2017-04-05
-1407253,772200,1,1,1,0,2017-12-02,2017-12-02
-1407253,772201,1,1,1,0,2016-05-20,2016-05-20
-1407253,772203,1,1,1,0,2018-07-07,2018-07-07
-1407253,772530,1,1,1,1,2018-11-18,2018-11-18
-1407253,772533,1,1,1,1,2018-09-29,2018-09-29
-1407253,772537,1,1,1,1,2018-09-08,2018-09-08
-1407253,772543,1,1,1,1,2018-09-08,2018-09-08
-1407253,772583,1,1,1,0,2016-05-20,2016-05-20
-1407252,772059,1,1,1,0,2018-05-09,2018-05-09
-1407252,772062,1,1,1,0,2017-08-12,2017-08-12
-1407252,772068,1,1,1,0,2017-04-23,2017-04-23
-1407252,772073,1,1,1,0,2019-04-14,2019-04-14
-1407252,772075,1,1,1,0,2016-05-21,2016-05-21
-1407252,772084,2,2,1,0,2019-04-22,2019-04-22
-1407252,772085,1,1,1,0,2019-04-14,2019-04-14
-1407252,772097,1,1,1,0,2016-05-21,2016-05-21
-1407252,772256,1,1,1,0,2019-07-24,2019-07-24
-1407252,772306,1,1,1,0,2019-04-26,2019-04-26
-1407252,772502,1,1,1,1,2018-04-17,2018-04-17
-1407252,772541,1,1,1,0,2018-09-29,2018-09-29
-1407252,772580,1,1,1,0,2019-07-22,2019-07-22
-1407252,772582,1,1,1,0,2016-05-20,2016-05-20
-1407252,772584,1,1,1,0,2016-05-20,2016-05-20
-1407252,773957,1,1,1,1,2016-05-18,2016-05-18
-1407251,772052,1,1,1,0,2019-04-27,2019-04-27
-1407251,772054,1,1,1,0,2019-04-27,2019-04-27
-1407251,772059,1,1,1,0,2017-07-19,2017-07-19
-1407251,772061,1,1,1,0,2016-05-20,2016-05-20
-1407251,772188,1,1,1,0,2018-08-03,2018-08-03
-1407251,772189,2,2,2,0,2019-05-31,2018-11-13
-1407251,772197,1,1,1,0,2016-09-11,2016-09-11
-1407251,772198,1,1,1,0,2017-04-05,2017-04-05
-1407251,772201,1,1,1,0,2017-12-02,2017-12-02
-1407251,772466,1,1,1,0,2019-04-28,2019-04-28
-1407251,772467,2,2,2,0,2019-04-28,2018-12-28
-1407251,772489,1,1,1,0,2019-05-08,2019-05-08
-1407251,772535,1,1,1,1,2018-09-29,2018-09-29
-1407251,772583,1,1,1,0,2019-03-25,2019-03-25
-1407251,772707,1,1,1,1,2018-04-08,2018-04-08
-1407250,772042,1,1,1,0,2019-04-27,2019-04-27
-1407250,772052,1,1,1,0,2016-05-20,2016-05-20
-1407250,772061,2,2,2,0,2017-06-12,2017-03-19
-1407250,772186,1,1,1,0,2016-05-21,2016-05-21
-1407250,772187,1,1,1,0,2017-09-02,2017-09-02
-1407250,772189,1,1,1,0,2017-10-15,2017-10-15
-1407250,772190,1,1,1,0,2017-12-02,2017-12-02
-1407250,772197,1,1,1,0,2018-04-28,2018-04-28
-1407250,772301,1,1,1,0,2019-04-27,2019-04-27
-1407250,772472,1,1,1,1,2018-09-22,2018-09-22
-1407250,772475,2,2,1,0,2019-02-07,2018-11-25
-1407250,772559,1,1,1,0,2019-06-12,2019-06-12
-1407250,772583,1,1,1,0,2016-06-04,2016-06-04
-1407250,772586,1,1,1,0,2016-05-20,2016-05-20
-1407249,772033,1,1,1,0,2019-04-27,2019-04-27
-1407249,772055,1,1,1,0,2019-04-27,2019-04-27
-1407249,772061,1,1,1,0,2017-04-23,2017-04-23
-1407249,772062,1,1,1,0,2018-04-28,2018-04-28
-1407249,772068,1,1,1,0,2016-05-21,2016-05-21
-1407249,772186,2,2,2,0,2019-04-28,2018-06-20
-1407249,772187,1,1,1,0,2016-05-21,2016-05-21
-1407249,772188,1,1,1,0,2017-12-02,2017-12-02
-1407249,772304,1,1,1,0,2019-07-03,2019-07-03
-1407249,772534,1,1,1,1,2018-09-08,2018-09-08
-1407249,772553,1,1,1,0,2018-09-08,2018-09-08
-1407249,772556,1,1,1,0,2018-08-10,2018-08-10
-1407249,772570,1,1,1,0,2019-03-28,2019-03-28
-1407249,772579,2,2,2,0,2016-06-22,2016-06-05
-1407249,772583,1,1,1,0,2016-05-20,2016-05-20
-1407249,773292,1,1,1,0,2017-04-13,2017-04-13
-1407248,772053,1,1,1,0,2019-04-22,2019-04-22
-1407248,772188,1,1,1,0,2016-12-25,2016-12-25
-1407248,772190,1,1,1,0,2017-11-22,2017-11-22
-1407248,772195,1,1,1,0,2016-12-25,2016-12-25
-1407248,772343,1,1,1,0,2017-11-03,2017-11-03
-1407248,772464,1,1,1,1,2018-04-19,2018-04-19
-1407248,772534,1,1,1,1,2018-09-29,2018-09-29
-1407248,772536,1,1,1,1,2018-09-29,2018-09-29
-1407248,772539,1,1,1,1,2018-09-29,2018-09-29
-1407248,772557,1,1,1,0,2019-07-24,2019-07-24
-1407248,772576,1,1,1,0,2019-05-27,2019-05-27
-1407248,772579,1,1,1,0,2016-05-20,2016-05-20
-1407248,772580,1,1,1,0,2016-06-22,2016-06-22
-1407248,772584,1,1,1,0,2016-05-20,2016-05-20
-1407247,772055,2,2,2,0,2019-04-04,2018-05-27
-1407247,772186,1,1,1,0,2018-04-28,2018-04-28
-1407247,772237,1,1,1,0,2019-03-16,2019-03-16
-1407247,772336,1,1,1,0,2017-11-03,2017-11-03
-1407247,772473,1,1,1,0,2019-01-30,2019-01-30
-1407247,772480,2,2,1,1,2019-07-20,2019-01-03
-1407247,772579,1,1,1,0,2016-05-20,2016-05-20
-1407247,772580,1,1,1,0,2016-05-20,2016-05-20
-1407247,772581,1,1,1,0,2016-05-20,2016-05-20
-1407247,772582,1,1,1,0,2016-05-20,2016-05-20
-1407247,772585,1,1,1,0,2016-05-20,2016-05-20
-1407247,772595,1,1,1,0,2016-05-07,2016-05-07
-1407246,772051,1,1,1,0,2017-07-19,2017-07-19
-1407246,772185,1,1,1,0,2018-04-28,2018-04-28
-1407246,772188,1,1,1,0,2017-11-22,2017-11-22
-1407246,772190,1,1,1,0,2017-11-22,2017-11-22
-1407246,772192,1,1,1,0,2017-11-22,2017-11-22
-1407246,772193,1,1,1,0,2019-06-16,2019-06-16
-1407246,772474,1,1,1,0,2018-11-08,2018-11-08
-1407246,772475,1,1,1,1,2018-09-18,2018-09-18
-1407246,772553,1,1,1,0,2019-07-25,2019-07-25
-1407246,772554,1,1,1,0,2019-07-25,2019-07-25
-1407246,772581,2,2,1,0,2016-05-20,2016-05-20
-1407245,772035,1,1,1,0,2016-05-20,2016-05-20
-1407245,772036,1,1,1,0,2016-05-20,2016-05-20
-1407245,772038,1,1,1,0,2016-05-20,2016-05-20
-1407245,772050,1,1,1,0,2018-04-28,2018-04-28
-1407245,772052,1,1,1,0,2018-05-06,2018-05-06
-1407245,772077,1,1,1,0,2019-07-08,2019-07-08
-1407245,772119,1,1,1,0,2017-06-12,2017-06-12
-1407245,772129,1,1,1,0,2016-04-24,2016-04-24
-1407245,772181,1,1,1,0,2019-04-17,2019-04-17
-1407245,772189,1,1,1,0,2018-05-24,2018-05-24
-1407245,772191,2,2,1,0,2018-04-28,2018-04-28
-1407245,772195,1,1,1,0,2018-04-28,2018-04-28
-1407245,772253,1,1,1,0,2017-02-09,2017-02-09
-1407245,772254,1,1,1,0,2016-10-28,2016-10-28
-1407245,772476,1,1,1,0,2018-10-30,2018-10-30
-1407245,772478,1,1,1,0,2018-09-25,2018-09-25
-1407245,772555,1,1,1,0,2018-08-23,2018-08-23
-1407245,772572,1,1,1,0,2017-03-18,2017-03-18
-1407245,772579,1,1,1,0,2016-05-20,2016-05-20
-1407245,772580,2,1,1,0,2016-06-22,2016-06-14
-1407244,772015,1,1,1,0,2018-06-07,2018-06-07
-1407244,772049,1,1,1,0,2019-04-28,2019-04-28
-1407244,772050,1,1,1,0,2018-05-06,2018-05-06
-1407244,772118,1,1,1,0,2019-04-27,2019-04-27
-1407244,772179,1,1,1,0,2018-09-16,2018-09-16
-1407244,772184,1,1,1,0,2019-06-16,2019-06-16
-1407244,772191,1,1,1,0,2019-06-16,2019-06-16
-1407244,772192,1,1,1,0,2017-11-22,2017-11-22
-1407244,772194,1,1,1,0,2018-04-28,2018-04-28
-1407244,772252,1,1,1,0,2017-09-07,2017-09-07
-1407244,772253,1,1,1,0,2019-07-09,2019-07-09
-1407244,772259,1,1,1,0,2017-02-13,2017-02-13
-1407244,772549,1,1,1,1,2017-06-22,2017-06-22
-1407244,772573,1,1,1,0,2017-03-18,2017-03-18
-1407244,772577,1,1,1,0,2018-04-14,2018-04-14
-1407244,772582,1,1,1,0,2016-05-20,2016-05-20
-1407244,772596,1,1,1,0,2018-04-14,2018-04-14
-1407244,772905,1,1,1,1,2018-12-16,2018-12-16
-1407244,773194,1,1,1,1,2017-05-22,2017-05-22
-1407244,773273,1,1,1,0,2016-04-02,2016-04-02
-1407243,772030,1,1,1,0,2019-04-27,2019-04-27
-1407243,772050,1,1,1,0,2016-12-25,2016-12-25
-1407243,772063,1,1,1,0,2019-07-08,2019-07-08
-1407243,772077,1,1,1,0,2017-06-12,2017-06-12
-1407243,772087,1,1,1,0,2019-04-27,2019-04-27
-1407243,772182,1,1,1,0,2017-11-22,2017-11-22
-1407243,772188,1,1,1,0,2017-11-22,2017-11-22
-1407243,772190,1,1,1,0,2017-11-22,2017-11-22
-1407243,772252,1,1,1,0,2017-09-07,2017-09-07
-1407243,772255,1,1,1,0,2018-10-08,2018-10-08
-1407243,772400,1,1,1,0,2018-09-17,2018-09-17
-1407243,772524,1,1,1,0,2018-09-05,2018-09-05
-1407243,772554,1,1,1,1,2019-07-12,2019-07-12
-1407243,772580,1,1,1,0,2016-05-20,2016-05-20
-1407243,772581,1,1,1,0,2016-05-20,2016-05-20
-1407243,772582,1,1,1,0,2016-05-20,2016-05-20
-1407243,772585,1,1,1,0,2016-05-20,2016-05-20
-1407243,773202,1,1,1,1,2018-03-17,2018-03-17
-1407242,772013,1,1,1,0,2017-07-19,2017-07-19
-1407242,772014,2,2,1,0,2017-07-19,2017-07-19
-1407242,772015,2,2,1,0,2017-07-19,2017-07-19
-1407242,772028,1,1,1,0,2019-04-27,2019-04-27
-1407242,772093,2,2,1,0,2016-01-10,2016-01-10
-1407242,772250,2,2,1,0,2016-10-28,2016-10-28
-1407242,772251,1,1,1,0,2016-10-28,2016-10-28
-1407242,772252,1,1,1,0,2018-09-08,2018-09-08
-1407242,772259,1,1,1,0,2018-10-08,2018-10-08
-1407242,772301,1,1,1,0,2019-04-08,2019-04-08
-1407242,772532,1,1,1,1,2019-07-21,2019-07-21
-1407242,772540,1,1,1,1,2018-09-08,2018-09-08
-1407242,772542,1,1,1,1,2019-07-21,2019-07-21
-1407242,772575,1,1,1,0,2016-05-20,2016-05-20
-1407242,772580,2,2,1,0,2016-05-20,2016-05-20
-1407242,772581,2,2,1,0,2016-05-20,2016-05-20
-1407242,772848,1,1,1,0,2018-03-23,2018-03-23
-1407242,773558,1,1,1,0,2018-10-24,2018-10-24
-1407242,774058,1,1,1,0,2017-07-29,2017-07-29
-1407241,772014,1,1,1,0,2017-07-19,2017-07-19
-1407241,772016,1,1,1,0,2017-07-19,2017-07-19
-1407241,772098,1,1,1,0,2016-05-21,2016-05-21
-1407241,772541,1,1,1,1,2018-09-08,2018-09-08
-1407241,772547,2,2,2,0,2019-07-24,2019-03-02
